ffffffff,6f003f23,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00071bff,00000000,00000000,00000000
ffffffff,6f003f23,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00071cff,00000000,00000000,00000000
ffffffff,6f003f23,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00071dff,00000000,00000000,00000000
ffffffff,6f003f23,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00071eff,00000000,00000000,00000000
ffffffff,6f003f23,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00071fff,00000000,00000000,00000000
ffffffff,6f003f23,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000720ff,00000000,00000000,00000000
ffffffff,6f003f23,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000721ff,00000000,00000000,00000000
ffffffff,6f003f23,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000722ff,00000000,00000000,00000000
ffffffff,6f003f23,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000723ff,00000000,00000000,00000000
ffffffff,6f00383f,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000724ff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000725ff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000726ff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000727ff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000728ff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000729ff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00072aff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00072bff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00072cff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00072dff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00072eff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00072fff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000730ff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000731ff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000732ff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000733ff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000734ff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000735ff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000736ff,00000000,00000000,00000000
ffffffff,000fffff,00000000,10050000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000737ff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000738ff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000739ff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00073aff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00073bff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00073cff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00073dff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00073eff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00073fff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000740ff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000741ff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000742ff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000743ff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000744ff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000745ff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000746ff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000747ff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000748ff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000749ff,00000000,00000000,00000000
ffffffff,000087ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00074aff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00074bff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00074cff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00074dff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00074eff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00074fff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000750ff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000751ff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000752ff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000753ff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000754ff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000755ff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000756ff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000757ff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000758ff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000759ff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00075aff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00075bff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00075cff,00000000,00000000,00000000
ffffffff,00ffffc7,00000000,01400000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00075dff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00075eff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00075fff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000760ff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000761ff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000762ff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000763ff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000764ff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000765ff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000766ff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000767ff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000768ff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000769ff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00076aff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00076bff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00076cff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00076dff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00076eff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00076fff,00000000,00000000,00000000
ffffffff,00007fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000770ff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000771ff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000772ff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000773ff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000774ff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000775ff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000776ff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000777ff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000778ff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000779ff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00077aff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00077bff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00077cff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00077dff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00077eff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00077fff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000780ff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000781ff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000782ff,00000000,00000000,00000000
ffffffff,6f00383f,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000783ff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000784ff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000785ff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000786ff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000787ff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000788ff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000789ff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00078aff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00078bff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00078cff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00078dff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00078eff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00078fff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000790ff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000791ff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000792ff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000793ff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000794ff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000795ff,00000000,00000000,00000000
ffffffff,000fffff,00000000,10050000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000796ff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000797ff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000798ff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000799ff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00079aff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00079bff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00079cff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00079dff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00079eff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00079fff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007a0ff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007a1ff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007a2ff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007a3ff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007a4ff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007a5ff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007a6ff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007a7ff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007a8ff,00000000,00000000,00000000
ffffffff,000087ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007a9ff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007aaff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007abff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007acff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007adff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007aeff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007afff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007b0ff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007b1ff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007b2ff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007b3ff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007b4ff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007b5ff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007b6ff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007b7ff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007b8ff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007b9ff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007baff,00000000,00000000,00000000
ffffffff,007fffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007bbff,00000000,00000000,00000000
ffffffff,00ffffc7,00000000,01400000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007bcff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007bdff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007beff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007bfff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007c0ff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007c1ff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007c2ff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007c3ff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007c4ff,00000000,00000000,00000000
ffffffff,0081ffff,00000000,11450000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007c5ff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007c6ff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007c7ff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007c8ff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007c9ff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007caff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007cbff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007ccff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007cdff,00000000,00000000,00000000
ffffffff,000e0fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007ceff,00000000,00000000,00000000
ffffffff,00007fff,00000000,00007836,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007cfff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007d0ff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007d1ff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007d2ff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007d3ff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007d4ff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007d5ff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007d6ff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007d7ff,00000000,00000000,00000000
ffffffff,0000f0ff,398d1a00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007d8ff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007d9ff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007daff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007dbff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007dcff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007ddff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007deff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007dfff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007e0ff,00000000,00000000,00000000
ffffffff,6f003f07,000001bf,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0007e1ff,00000000,00000000,00000000
